author_name,text_title,event_id,start_page_event,end_page_event,page_event_number,line,narrative_status,conflict,harmony,partition,family_name,given_name,nickname,page_first_mentioned,gender,number,religion,relig_att_char,religious_conversion,vitality,cause_of_death,non-human,country_of_birth,presentmentioned,text_place_title,place_name,location_religion,relig_att_loc,geolocation,mentioned,location_name,location_country,short_description,wkt,locational_certainty,geometry,administrative_area,pub_year,gender_author,country_of_birth_author,author_birth_location,text_place_id,character_id,text_id,location_id,author_id,author_birth_id
"Pritam, Amrita",Pinjar,3096,11,11,3,"Did you know that our families, the Shaikhs and the Sahukars have been at loggerheads for many generations?",NA,Interpersonal,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,248,37,3114,35,36
"Pritam, Amrita",Pinjar,3096,11,11,3,"Did you know that our families, the Shaikhs and the Sahukars have been at loggerheads for many generations?",NA,Interpersonal,NA,NA,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,297,37,3114,35,36
"Sarna, Mohinder Singh",A New Taj Mahal,3171,25,25,1,I ran into the young Englishman again as I stepped out,NA,NA,NA,TRUE,Narrator,Unknown,NA,25,Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,Rawalpindi Train Station in A New Taj Mahal,Rawalpindi Train Station,Muslim,NA,CREATED,NA,Rawalpindi Train Station,Pakistan,NA,POINT(73.048124 33.603812),1. High confidence,Point,7 Metropolitan Area,NA,Male,British India,Delhi,3174,3172,3170,3175,3152,3108
"Sarna, Mohinder Singh",A New Taj Mahal,3171,25,25,1,I ran into the young Englishman again as I stepped out,NA,NA,NA,TRUE,Colonel Smith,Unknown,NA,25,Male,Single,Unknown,NA,NA,NA,NA,NA,UK,Present,Rawalpindi Train Station in A New Taj Mahal,Rawalpindi Train Station,Muslim,NA,CREATED,NA,Rawalpindi Train Station,Pakistan,NA,POINT(73.048124 33.603812),1. High confidence,Point,7 Metropolitan Area,NA,Male,British India,Delhi,3174,3173,3170,3175,3152,3108
"Manto, Saadat Hasan",The Dog of Titwal,3480,22,22,1,"Only when a shot rang out, the birds got startled and took flight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,NA,NA,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3481,22,22,2,"At two o’clock, he woke up Ganda Singh to  take over.",Narrated,NA,NA,NA,Singh,Ganda,NA,22,Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3387,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3481,22,22,2,"At two o’clock, he woke up Ganda Singh to  take over.",Narrated,NA,NA,NA,Singh,Jamadar Harnam,NA,22,Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3307,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3482,23,23,1,"This mood was shattered by the barking of a dog. Jamadar  Harnam Singh said, ‘Where has this son of a bitch materialized  from?’ The dog barked again.",Narrated,NA,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3482,23,23,1,"This mood was shattered by the barking of a dog. Jamadar  Harnam Singh said, ‘Where has this son of a bitch materialized  from?’ The dog barked again.",Narrated,NA,NA,NA,Singh,Jamadar Harnam,NA,22,Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3307,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3483,23,23,2,Banta Singh got up to investigate and came back  with an ordinary mongrel in tow,Narrated,NA,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3483,23,23,2,Banta Singh got up to investigate and came back  with an ordinary mongrel in tow,Narrated,NA,NA,NA,Singh,Banta,NA,23,Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3385,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3484,23,23,4,"The dog went to Harnam Singh, who produced a cracker from  his kitbag and threw it on the ground. The dog sniffed at it and  was about to eat it, when Harnam Singh snatched it away",Narrated,NA,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3484,23,23,4,"The dog went to Harnam Singh, who produced a cracker from  his kitbag and threw it on the ground. The dog sniffed at it and  was about to eat it, when Harnam Singh snatched it away",Narrated,NA,NA,NA,Singh,Jamadar Harnam,NA,22,Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3307,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3487,24,24,2,"The dog, who was about to munch his cracker, stopped dead  in his tracks, put his tail between his legs and looked scared.  Harnam Singh laughed",Narrated,NA,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3487,24,24,2,"The dog, who was about to munch his cracker, stopped dead  in his tracks, put his tail between his legs and looked scared.  Harnam Singh laughed",Narrated,NA,NA,NA,Singh,Jamadar Harnam,NA,22,Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3307,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3490,24,24,3,Jamadar Harnam Singh surveyed the area with his binoculars,Narrated,NA,NA,NA,Singh,Jamadar Harnam,NA,22,Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3307,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3491,24,24,6,"Subedar Himmat Khan scream,  ‘Where did you spend the night?’ But this was not addressed to Bashir. It was a dog he was  shouting at.",Narrated,Interpersonal,NA,NA,Khan,Subedar Himmat,NA,24,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3473,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3491,24,24,6,"Subedar Himmat Khan scream,  ‘Where did you spend the night?’ But this was not addressed to Bashir. It was a dog he was  shouting at.",Narrated,Interpersonal,NA,NA,Pakistani Soldier,Bashir,NA,24,Male,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3475,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3491,24,24,6,"Subedar Himmat Khan scream,  ‘Where did you spend the night?’ But this was not addressed to Bashir. It was a dog he was  shouting at.",Narrated,Interpersonal,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3493,24,24,9,Subedar Himmat Khan threw a pebble at him,Narrated,Interpersonal,NA,NA,Khan,Subedar Himmat,NA,24,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3473,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3493,24,24,9,Subedar Himmat Khan threw a pebble at him,Narrated,Interpersonal,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3494,24,25,11,One of the soldiers grabbed the dog and undid his makeshift rope collar.,Narrated,NA,NA,NA,Khan,Subedar Himmat,NA,24,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3473,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3494,24,25,11,One of the soldiers grabbed the dog and undid his makeshift rope collar.,Narrated,NA,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3496,25,25,7,"Dutifully, Bashir read the whole thing again. ‘Jhun Jhun. This  is an Indian dog.’",Narrated,NA,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3496,25,25,7,"Dutifully, Bashir read the whole thing again. ‘Jhun Jhun. This  is an Indian dog.’",Narrated,NA,NA,NA,Pakistani Soldier,Bashir,NA,24,Male,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3475,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3497,25,25,8,"Subedar Himmat Khan picked up the wireless set and spoke to  his platoon commander, providing him with a detailed account of  the dog’s sudden appearance in their position, his equally sudden  disappearance the night before and his return that morning.  ‘What are you talking about?’ the platoon commander asked.",Narrated,NA,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3497,25,25,8,"Subedar Himmat Khan picked up the wireless set and spoke to  his platoon commander, providing him with a detailed account of  the dog’s sudden appearance in their position, his equally sudden  disappearance the night before and his return that morning.  ‘What are you talking about?’ the platoon commander asked.",Narrated,NA,NA,NA,Khan,Subedar Himmat,NA,24,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3473,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3497,25,25,8,"Subedar Himmat Khan picked up the wireless set and spoke to  his platoon commander, providing him with a detailed account of  the dog’s sudden appearance in their position, his equally sudden  disappearance the night before and his return that morning.  ‘What are you talking about?’ the platoon commander asked.",Narrated,NA,NA,NA,Platoon Commander,Unknown,NA,25,Male,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3498,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3499,25,25,9,"Subedar Himmat Khan studied the map again. Then he tore  up a packet of cigarettes, cut a small piece from it and gave it  to Bashir. ‘Now write on it in Gurmukhi, the language of those  Sikhs.. .’ ‘What should I write?’ ‘Well . . .’ Bashir had an inspiration. ‘Shun Shun, yes, that’s right. We  counter Jhun Jhun with Shun Shun.’",NA,NA,NA,NA,Khan,Subedar Himmat,NA,24,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3473,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3499,25,25,9,"Subedar Himmat Khan studied the map again. Then he tore  up a packet of cigarettes, cut a small piece from it and gave it  to Bashir. ‘Now write on it in Gurmukhi, the language of those  Sikhs.. .’ ‘What should I write?’ ‘Well . . .’ Bashir had an inspiration. ‘Shun Shun, yes, that’s right. We  counter Jhun Jhun with Shun Shun.’",NA,NA,NA,NA,Pakistani Soldier,Bashir,NA,24,Male,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3475,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3501,25,25,11,"He gave him something to eat and then said, ‘Look here, my  friend, no treachery. The punishment for treachery is death.’",Narrated,NA,NA,NA,Khan,Subedar Himmat,NA,24,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3473,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3501,25,25,11,"He gave him something to eat and then said, ‘Look here, my  friend, no treachery. The punishment for treachery is death.’",Narrated,NA,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3502,25,26,12,"Subedar Himmat Khan turned him round to face the Indian position and said, ‘Go and take this message to the enemy, but  come back. These are the orders of your commander.’",Narrated,Nation,NA,NA,Khan,Subedar Himmat,NA,24,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3473,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3502,25,26,12,"Subedar Himmat Khan turned him round to face the Indian position and said, ‘Go and take this message to the enemy, but  come back. These are the orders of your commander.’",Narrated,Nation,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3505,26,26,1,The dog wagged his tail and moved down the winding hilly  track that led into the valley dividing the two hills. Subedar  Himmat Khan picked up his rifle and fired in the air,Narrated,NA,NA,NA,Khan,Subedar Himmat,NA,24,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3473,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3505,26,26,1,The dog wagged his tail and moved down the winding hilly  track that led into the valley dividing the two hills. Subedar  Himmat Khan picked up his rifle and fired in the air,Narrated,NA,NA,NA,"Non-human, Dog",Jhun Jhun,NA,23,Nonbinary,Single,Unaffiliated,Definitional,NA,Dies,Killed (military),TRUE,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3472,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3506,26,26,2,The two sides exchanged fire for half an hour,Narrated,NA,NA,NA,Pakistani Soldier - 1,Unknown,NA,23,Male,Group.Male-dominant,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3478,3292,3470,3156,3157
"Manto, Saadat Hasan",The Dog of Titwal,3506,26,26,2,The two sides exchanged fire for half an hour,Narrated,NA,NA,NA,Indian Soldier - 1,Unknown,NA,23,Male,Group.Male-dominant,Hindu,Speculation,NA,NA,NA,NA,NA,Present,Titwal in The Dog of Titwal,Titwal,Hindu,Speculation,TRUE,TRUE,Titwal,India,"Titwal is a small border-village near the LoC in Kupwara district of the Indian union territory of Jammu and Kashmir. The village is 82 km from the district headquarters, Kupwara. Teetwal is connected to the rest of India via Tangdhar.",POINT(73.772791 34.391564),1. High confidence,Point,10 Village/Civic Ward,1997,Male,British India,Ludhiana,3471,3479,3292,3470,3156,3157
